gene_symbol	accession_numbers	ensembl_id
AKR1B1P5		
AKR1B1P6		ENSG00000225212
AKR1B1P7		ENSG00000266899
AKR1B1P8		ENSG00000231371
AKR1B10	AF052577	ENSG00000198074
AKR1B10P1		ENSG00000213606
AKR1B10P2		ENSG00000263355
AKR1B15		ENSG00000227471
AKR1C1	D26124	ENSG00000187134
AKR1C2	L32592	ENSG00000151632
AKR1C3	L43839	ENSG00000196139
AKR1C4	M33375	ENSG00000198610
AKR1C5P		ENSG00000225418
AKR1C6P		ENSG00000151631
AKR1C7P		ENSG00000215267
AKR1C8P		ENSG00000264006
AKR1D1	Z28339	ENSG00000122787
AKR1D1P1	AF283650	ENSG00000227776
AKR1E2	AB040820	ENSG00000165568
AKR7A2	AF026947	ENSG00000053371
AKR7A2P1	AJ277796	ENSG00000229020
AKR7A3	AF040639	ENSG00000162482
AKR7L		ENSG00000211454
AKT1	M63167	ENSG00000142208
AKT1S1	BC022241	ENSG00000204673
AKT2	M77198	ENSG00000105221
AKT3	AF124141	ENSG00000117020
AKT3-IT1		ENSG00000228939
AKTIP	AK023320	ENSG00000166971
ALAD	M13928	ENSG00000148218
ALAS1	X56351	ENSG00000023330
ALAS2		ENSG00000158578
ALB	V00494	ENSG00000163631
ALCAM	AK054632	ENSG00000170017
ALDH1A1	K03000	ENSG00000165092
ALDH1A2	AB015228	ENSG00000128918
ALDH1A3	U07919	ENSG00000184254
ALDH1B1	M63967	ENSG00000137124
ALDH1L1	AF052732	ENSG00000144908
ALDH1L1-AS1		ENSG00000250218
ALDH1L1-AS2		ENSG00000246022
ALDH1L2	AK095827	ENSG00000136010
ALDH2	M26760	ENSG00000111275
ALDH3A1	M74542	ENSG00000108602
ALDH3A2	L47162	ENSG00000072210
ALDH3B1	U10868	ENSG00000006534
ALDH3B2	U37519	ENSG00000132746
ALDH4A1	U24266	ENSG00000159423
ALDH5A1	L34820	ENSG00000112294
ALDH6A1	M93405	ENSG00000119711
ALDH7A1	S74728	ENSG00000164904
ALDH7A1P1	AF002693	ENSG00000251400
ALDH7A1P2		ENSG00000232292
ALDH7A1P3	AF002694	ENSG00000243853
ALDH7A1P4	AF002695	ENSG00000234489
ALDH8A1	AL021939	ENSG00000118514
ALDH9A1	U34252	ENSG00000143149
ALDH16A1	AY007096	ENSG00000161618
ALDH18A1	X94453	ENSG00000059573
ALDOA	X05236	ENSG00000149925
ALDOAP1		ENSG00000242849
ALDOAP2	M21191	ENSG00000214297
ALDOB	X01098	ENSG00000136872
ALDOC	AF054987	ENSG00000109107
ALG1	AB019038	ENSG00000033011
ALG1L	BC073816	ENSG00000189366
ALG1L2	BC127756	ENSG00000251287
ALG1L3P		ENSG00000251087
ALG1L5P		ENSG00000226943
ALG1L6P		ENSG00000238278
ALG1L7P		ENSG00000251271
ALG1L8P		ENSG00000227620
ALG1L9P		ENSG00000254978
ALG1L10P		ENSG00000254016
ALG1L11P		ENSG00000249889
ALG1L12P		ENSG00000250794
ALG1L13P		ENSG00000253981
ALG1L14P		ENSG00000250268
ALG1L15P		ENSG00000242017
ALG2	AK027417	ENSG00000119523
ALG3	BC002839	ENSG00000214160
ALG3P1		ENSG00000251568
ALG5	AF088028	ENSG00000120697
ALG6	AF063604	ENSG00000088035
ALG8	AJ224875	ENSG00000159063
ALG9		ENSG00000086848
ALG9-IT1		ENSG00000254450
ALG10	AJ312278	ENSG00000139133
ALG10B	AY845858	ENSG00000175548
ALG11	AK025456	ENSG00000253710
ALG12	AJ303120	ENSG00000182858
ALG13	AF220051	ENSG00000101901
ALG13-AS1		ENSG00000229487
ALG14		ENSG00000172339
ALK	D45915	ENSG00000171094
ALKAL1		ENSG00000196711
ALKAL2		ENSG00000189292
ALKBH1	X91992	ENSG00000100601
ALKBH2	AY754389	ENSG00000189046
ALKBH3	AB042029	ENSG00000166199
ALKBH3-AS1		ENSG00000244926
ALKBH4	BC017096	ENSG00000160993
ALKBH5	AK000315	ENSG00000091542
ALKBH6	BM713594	ENSG00000239382
ALKBH7	AY427650	ENSG00000125652
ALKBH8	AF086489	ENSG00000137760
ALLC	AF215924	ENSG00000151360
ALMS1	AB002326	ENSG00000116127
ALMS1-IT1	BC041487	ENSG00000230002
ALMS1P1	BC014492	ENSG00000163016
ALOX5	J03571	ENSG00000012779
ALOX5AP	AH001462	ENSG00000132965
ALOX12	M35418	ENSG00000108839
ALOX12-AS1	AK074580	ENSG00000215067
ALOX12B	AF038461	ENSG00000179477
ALOX12P1	M87004	ENSG00000264958
ALOX12P2	AF020774	ENSG00000262943
ALOX15	M23892	ENSG00000161905
ALOX15B	U78294	ENSG00000179593
ALOX15P1		ENSG00000274114
ALOX15P2		ENSG00000188101
ALOXE3	AJ269499	ENSG00000179148
ALOXE3P1		
ALPG	J04948	ENSG00000163286
ALPI	M15694	ENSG00000163295
ALPK1	AY044164	ENSG00000073331
ALPK2	AY044450	ENSG00000198796
ALPK3	AY044449	ENSG00000136383
ALPL	BC021289	ENSG00000162551
ALPP	M14169	ENSG00000163283
ALPPP	AF307337	
ALS2	AB053305	ENSG00000003393
ALS2CL	AK074118	ENSG00000178038
ALS3		
ALS5		
ALS7		
ALX1	U31986	ENSG00000180318
ALX3	AF008203	ENSG00000156150
ALX4	AF294629	ENSG00000052850
ALYREF	AF047002	ENSG00000183684
AMACR	AF047020	ENSG00000242110
AMBN	AF209780	ENSG00000178522
AMBP	X04494	ENSG00000106927
AMBRA1	AB051523	ENSG00000110497
AMCN		
AMD1	M88006	ENSG00000123505
AMD1P1		ENSG00000228339
AMD1P2	U02035	ENSG00000237801
AMD1P3		ENSG00000249286
AMD1P4		ENSG00000215124
AMDHD1	AB075878	ENSG00000139344
AMDHD2	AF132948	ENSG00000162066
AMELX		ENSG00000125363
AMELY	M86933	ENSG00000099721
AMER1	AK097146	ENSG00000184675
AMER2	AK055049	ENSG00000165566
AMER3	AK095696	ENSG00000178171
AMFR	L35233	ENSG00000159461
AMH	K03474	ENSG00000104899
AMHR2	AF172932	ENSG00000135409
AMIGO1		ENSG00000181754
AMIGO2		ENSG00000139211
AMIGO3		ENSG00000176020
AMLCR2		
AMMECR1	AJ007014	ENSG00000101935
AMMECR1-IT1		ENSG00000224142
AMMECR1L		ENSG00000144233
AMMECR1LP1		ENSG00000233273
AMN	AF328788	ENSG00000166126
AMN1		ENSG00000151743
AMOT	AB028994	ENSG00000126016
AMOTL1	AF453742	ENSG00000166025
AMOTL2	AF175966	ENSG00000114019
AMPD1	M60092	ENSG00000116748
AMPD2	S47833	ENSG00000116337
AMPD3	M84722	ENSG00000133805
AMPH		ENSG00000078053
AMT	D13811	ENSG00000145020
AMTN	AY358528	ENSG00000187689
AMY1A		ENSG00000237763
AMY1B		ENSG00000174876
AMY1C		ENSG00000187733
AMY2A	BC007060	ENSG00000243480
AMY2B	M24895	ENSG00000240038
AMYP1		ENSG00000227408
AMZ1	AB075830	ENSG00000174945
AMZ2	CR609550	ENSG00000196704
AMZ2P1	AK056627	ENSG00000214174
AMZ2P2		ENSG00000219249
ANAPC1	AJ278357	ENSG00000153107
ANAPC1P1		ENSG00000233673
ANAPC2	AB037827	ENSG00000176248
ANAPC4	AF191338	ENSG00000053900
ANAPC5	AF191339	ENSG00000089053
ANAPC7	AF191340	ENSG00000196510
ANAPC10	AF132794	ENSG00000164162
ANAPC10P1		ENSG00000213735
ANAPC11	AF247565	ENSG00000141552
ANAPC13	AF086169	ENSG00000129055
ANAPC15	AL080071	ENSG00000110200
ANAPC16	BC009530	ENSG00000166295
ANCR		
ANG		ENSG00000214274
ANGEL1	AF111169	ENSG00000013523
ANGEL2	AL079275	ENSG00000174606
ANGPT1	D13628	ENSG00000154188
ANGPT2	AF004327	ENSG00000091879
ANGPT4	AF074332	ENSG00000101280
ANGPTL1	AF107253	ENSG00000116194
ANGPTL2	AF125175	ENSG00000136859
ANGPTL3	AF152562	ENSG00000132855
ANGPTL4	AF202636	ENSG00000167772
ANGPTL5	BC049170	ENSG00000187151
ANGPTL6	AB054064	ENSG00000130812
ANGPTL7	Y16132	ENSG00000171819
ANGPTL8		ENSG00000130173
ANHX		ENSG00000227059
ANIB1		
ANIB2		
ANIB3		
ANIB4		
ANK1	M28880	ENSG00000029534
ANK2	M37123	ENSG00000145362
ANK3	U13616	ENSG00000151150
ANK3-DT		ENSG00000254271
ANKAR	AJ549812	ENSG00000151687
ANKDD1A		ENSG00000166839
ANKDD1B		ENSG00000189045
ANKEF1	AK025322	ENSG00000132623
ANKFN1	AK095654	ENSG00000153930
ANKFY1	AB033081	ENSG00000185722
ANKH	AF274753	ENSG00000154122
ANKHD1	AF521882	ENSG00000131503
ANKHD1-EIF4EBP3	AF521883	ENSG00000254996
ANKIB1	AB037807	ENSG00000001629
ANKK1	AJ541797	ENSG00000170209
ANKLE1	AK096688	ENSG00000160117
ANKLE2	AB014592	ENSG00000176915
ANKMY1	AB034636	ENSG00000144504
ANKMY2	AK001740	ENSG00000106524
ANKRA2	AA442702	ENSG00000164331
ANKRD1	X83703	ENSG00000148677
ANKRD2	AJ304805	ENSG00000165887
ANKRD6	AB023174	ENSG00000135299
ANKRD7	D78334	ENSG00000106013
ANKRD9	BC015422	ENSG00000156381
ANKRD10	AK000100	ENSG00000088448
ANKRD10-IT1		ENSG00000229152
ANKRD11	AY373756	
ANKRD12	AY373757	ENSG00000101745
ANKRD13A	AF064604	ENSG00000076513
ANKRD13B	AK092673	ENSG00000198720
ANKRD13C		ENSG00000118454
ANKRD13D	AK027313	ENSG00000172932
ANKRD16	AL137614	ENSG00000134461
ANKRD17	AB014597	ENSG00000132466
ANKRD18A	AB095935	ENSG00000180071
ANKRD18B		ENSG00000230453
ANKRD18CP		ENSG00000159712
ANKRD18DP	BC042518	ENSG00000226435
ANKRD18EP		ENSG00000217165
ANKRD19P	BC038951	ENSG00000187984
ANKRD20A1	AL136793	ENSG00000260691
ANKRD20A2		ENSG00000183148
ANKRD20A3		ENSG00000276203
ANKRD20A4		ENSG00000172014
ANKRD20A5P	BC022023	ENSG00000186481
ANKRD20A6P		ENSG00000274502
ANKRD20A7P		ENSG00000236816
ANKRD20A8P		ENSG00000229089
ANKRD20A9P		ENSG00000206192
ANKRD20A10P		ENSG00000226695
ANKRD20A11P		ENSG00000215559
ANKRD20A12P		
ANKRD20A13P		
ANKRD20A15P		
ANKRD20A16P		
ANKRD20A17P		ENSG00000251056
ANKRD20A18P		ENSG00000249493
ANKRD20A19P		ENSG00000196593
ANKRD20A20P		
ANKRD20A21P		ENSG00000277112
ANKRD22	BC021671	ENSG00000152766
ANKRD23		ENSG00000163126
ANKRD24	AB075861	
ANKRD26	AB028997	ENSG00000107890
ANKRD26P1	BC070117	ENSG00000261239
ANKRD26P2		ENSG00000235550
ANKRD26P3		ENSG00000237636
ANKRD26P4		ENSG00000229427
ANKRD27	AK054561	ENSG00000105186
ANKRD28	AY367056	ENSG00000206560
ANKRD29	AK057782	ENSG00000154065
ANKRD30A	AF269087	ENSG00000148513
ANKRD30B	BC028407	ENSG00000180777
ANKRD30BL		ENSG00000163046
ANKRD30BP1	BQ429618	ENSG00000175302
ANKRD30BP2	AF427490	ENSG00000224309
ANKRD30BP3		ENSG00000230501
ANKRD31	AK097510	ENSG00000145700
ANKRD33		ENSG00000167612
ANKRD33B		ENSG00000164236
ANKRD33B-AS1		ENSG00000250106
ANKRD34A	AK128050	ENSG00000272031
ANKRD34B		ENSG00000189127
ANKRD34C		ENSG00000235711
ANKRD34C-AS1	DA336675, DA364073	ENSG00000259234
ANKRD35	AK091120	ENSG00000198483
ANKRD36	BC046186	ENSG00000135976
ANKRD36B	AK024934	ENSG00000196912
ANKRD36BP1		ENSG00000214262
ANKRD36BP2		ENSG00000230006
ANKRD36C	AL832836	ENSG00000174501
ANKRD36P1		ENSG00000188399
ANKRD37	AY296056	ENSG00000186352
ANKRD39	BC031303	ENSG00000213337
ANKRD40	BC012978	ENSG00000154945
ANKRD40CL	AK000701	ENSG00000167117
ANKRD42	AK095193	ENSG00000137494
ANKRD44	AK097086	ENSG00000065413
ANKRD44-IT1		ENSG00000236977
ANKRD45		ENSG00000183831
ANKRD46	AB077205	ENSG00000186106
ANKRD49	AF025354	ENSG00000168876
ANKRD50	AB033049	ENSG00000151458
ANKRD52	AK091555	ENSG00000139645
ANKRD53	BC035234	ENSG00000144031
ANKRD54	BC014641	ENSG00000100124
ANKRD54P1		ENSG00000236442
ANKRD55	AK021857	ENSG00000164512
ANKRD57P1		
ANKRD60	AL354776	ENSG00000124227
ANKRD61		ENSG00000157999
ANKRD62	BX648696	ENSG00000181626
ANKRD62P1		ENSG00000259271
ANKRD62P1-PARP4P3		ENSG00000189295
ANKRD63		ENSG00000230778
ANKRD65		ENSG00000235098
ANKRD66	AK304342	ENSG00000230062
ANKS1A	D86982	ENSG00000064999
ANKS1B	AF145204	ENSG00000185046
ANKS3	AK057329	ENSG00000168096
ANKS4B	AK096138	ENSG00000175311
ANKS6	AK094247	ENSG00000165138
ANKUB1	AK027233	ENSG00000206199
ANKZF1	AF364318	ENSG00000163516
ANLN	AF273437	ENSG00000011426
ANO1	BC033036	ENSG00000131620
ANO1-AS1		ENSG00000254902
ANO2	AJ272204	ENSG00000047617
ANO3	AJ300461	ENSG00000134343
ANO3-AS1		ENSG00000254819
ANO4	AK091540	ENSG00000151572
ANO5	AL833271	ENSG00000171714
ANO6	AL832340	ENSG00000177119
ANO7	AY617079	ENSG00000146205
ANO7L1		ENSG00000237276
ANO8	AB046843	ENSG00000074855
ANO9	U33271	ENSG00000185101
ANO10	AL832508	ENSG00000160746
ANOP1		
ANOS1		ENSG00000011201
ANOS2P	X68743	ENSG00000241859
ANP32A	AF025684	ENSG00000140350
ANP32A-IT1	AK021784	
ANP32AP1		ENSG00000259516
ANP32B	Y07969	ENSG00000136938
ANP32BP1		ENSG00000259790
ANP32BP2		ENSG00000231801
ANP32BP3		ENSG00000259461
ANP32C	AF008216	ENSG00000248546
ANP32D	U71084	ENSG00000139223
ANP32E	AK092672	ENSG00000143401
ANPEP	M22324	ENSG00000166825
ANTXR1	AF421380	ENSG00000169604
ANTXR2	AY040326	ENSG00000163297
ANTXRL		ENSG00000274209
ANTXRLP1		ENSG00000263482
ANXA1	X05908	ENSG00000135046
ANXA2	D00017	ENSG00000182718
ANXA2P1	M62896	
ANXA2P2	M62898	ENSG00000231991
ANXA2P3	M62895	ENSG00000216740
ANXA2R	BC067873	ENSG00000177721
ANXA3	M63310	ENSG00000138772
ANXA4	M82809	ENSG00000196975
ANXA5	U05770	ENSG00000164111
ANXA6	J03578	ENSG00000197043
ANXA7	J04543	ENSG00000138279
ANXA8	M81844	ENSG00000265190
ANXA8L1		ENSG00000264230
ANXA9	AJ009985	ENSG00000143412
ANXA10	AJ238979	ENSG00000109511
ANXA11	L19605	ENSG00000122359
ANXA13	Z11502	ENSG00000104537
AOAH	BC025698	ENSG00000136250
AOAH-IT1		ENSG00000230539
AOC1	AK092514	ENSG00000002726
AOC2	AF081363	ENSG00000131480
AOC3	AF067406	ENSG00000131471
AOC4P		ENSG00000260105
AOPEP	AF043896	ENSG00000148120
AOX1	AF017060	ENSG00000138356
AOX2P	AI187776	ENSG00000243478
AOX3P		ENSG00000244301
AOX3P-AOX2P		ENSG00000284084
AP1AR	AL136628	ENSG00000138660
AP1B1	L13939	ENSG00000100280
AP1B1P1		ENSG00000234479
AP1B1P2		ENSG00000232707
AP1G1	Y12226	ENSG00000166747
AP1G2	AB015318	ENSG00000213983
AP1M1		ENSG00000072958
AP1M2	AF020797	ENSG00000129354
AP1S1	AB015319	ENSG00000106367
AP1S2	AB015320	ENSG00000182287
AP1S2P1		ENSG00000226046
AP1S3	AF393369	ENSG00000152056
AP2A1	AA993745	ENSG00000196961
AP2A2	AB020706	ENSG00000183020
AP2B1	M34175	ENSG00000006125
AP2M1	U36188	ENSG00000161203
AP2S1	AJ010148	ENSG00000042753
AP3B1	U81504	ENSG00000132842
AP3B2	U37673	ENSG00000103723
AP3D1	U91930	ENSG00000065000
AP3M1	AF092092	ENSG00000185009
AP3M2	D38293	ENSG00000070718
AP3S1	D63643	ENSG00000177879
AP3S2	X99459	ENSG00000157823
AP4B1	AF092094	ENSG00000134262
AP4B1-AS1	AK123199	ENSG00000226167
AP4E1	AB030653	ENSG00000081014
AP4M1	Y08387	ENSG00000221838
AP4S1	AB030654	ENSG00000100478
AP5B1	JQ313135	ENSG00000254470
AP5M1	AF094583	ENSG00000053770
AP5S1	AK002030	ENSG00000125843
AP5Z1	AB007875	ENSG00000242802
APAF1	AF013263	ENSG00000120868
APBA1	AF029106	ENSG00000107282
APBA2	AB014719	ENSG00000034053
APBA3	AB021638	
APBB1	L77864	ENSG00000166313
APBB1IP	AB085852	ENSG00000077420
APBB2	U62325	ENSG00000163697
APBB3	AB018247	ENSG00000113108
APC	M74088	ENSG00000134982
APC2		ENSG00000115266
APCDD1	AB056722	ENSG00000154856
APCDD1L	AK074647	ENSG00000198768
APCDD1L-DT	AI077602, AK054637	ENSG00000231290
APCS		ENSG00000132703
APEH	D38441	ENSG00000164062
APELA		ENSG00000248329
APEX1	X59764	ENSG00000100823
APEX2	AB021260	ENSG00000169188
APH1A	AF151835	ENSG00000117362
APH1B	AY358698	ENSG00000138613
API5	U83857	ENSG00000166181
API5P1		ENSG00000234558
API5P2		ENSG00000213962
APIP	AF132963	
APLF	BC030711	ENSG00000169621
APLN	AF179680	ENSG00000171388
APLNR	U03642	ENSG00000134817
APLP1	U48437	ENSG00000105290
APLP2	L19597	ENSG00000084234
APMAP	AB033767	ENSG00000101474
APOA1	X02162	ENSG00000118137
APOA1-AS	DA327409	ENSG00000235910
APOA2		ENSG00000158874
APOA4		ENSG00000110244
APOA5	AF202889	ENSG00000110243
APOB	M14162	ENSG00000084674
APOBEC1	U72891	ENSG00000111701
APOBEC2	AF161698	ENSG00000124701
APOBEC3A	U03891	ENSG00000128383
APOBEC3A_B	GL383583	
APOBEC3AP1		ENSG00000248822
APOBEC3B	AK024854	ENSG00000179750
APOBEC3B-AS1	CX754295	ENSG00000249310
APOBEC3C	AF165520	ENSG00000244509
APOBEC3D	BF832090	ENSG00000243811
APOBEC3F	BC038808	ENSG00000128394
APOBEC3G	AF182420	ENSG00000239713
APOBEC3H	BC069023	ENSG00000100298
APOBEC4	BC021711	ENSG00000173627
APOBR	AK025123	ENSG00000184730
APOC1	X00570	ENSG00000130208
APOC1P1	M20903	ENSG00000214855
APOC2	X00568	ENSG00000234906
APOC3	X01388	ENSG00000110245
APOC4	U32576	ENSG00000267467
APOC4-APOC2		ENSG00000224916
APOD		ENSG00000189058
APOE	K00396	ENSG00000130203
APOF	L27050	ENSG00000175336
APOH		
APOL1	AF019225	ENSG00000100342
APOL2	AF324224	ENSG00000128335
APOL3	AF305227	ENSG00000128284
APOL4	AF305226	ENSG00000100336
APOL5	AY014878	ENSG00000128313
APOL6	AY014879	ENSG00000221963
APOLD1	AL136783	ENSG00000178878
APOM	AJ245434	ENSG00000204444
APONP		ENSG00000274823
APOO	BC016814	ENSG00000184831
APOOL	AK130506	ENSG00000155008
APOOP1		ENSG00000270560
APOOP2		ENSG00000240902
APOOP3		ENSG00000255700
APOOP4		ENSG00000248122
APOOP5		ENSG00000260240
APP	M15533	ENSG00000142192
APPBP2	AF017782	ENSG00000062725
APPL1	AB037849	ENSG00000157500
APPL2	AY113704	ENSG00000136044
APRT		ENSG00000198931
APTR	AF290475	ENSG00000214293
APTX	AK000164	ENSG00000137074
AQP1	M77829	ENSG00000240583
AQP2		ENSG00000167580
AQP3		ENSG00000165272
AQP4	U63622	ENSG00000171885
AQP4-AS1	AK055069	ENSG00000260372
AQP5	U46569	ENSG00000161798
AQP6	AL137716	ENSG00000086159
AQP7	AB006190	ENSG00000165269
AQP7P1		ENSG00000186466
AQP7P2		ENSG00000181997
AQP7P3		ENSG00000279688
AQP7P4		ENSG00000176115
AQP7P5		ENSG00000278122
AQP8	BC040630	ENSG00000103375
AQP9	AF016495	ENSG00000103569
AQP10	AF159174	ENSG00000143595
AQP11	AB028147	ENSG00000178301
AQP12A	AB040748	ENSG00000184945
AQP12B	BC041460	ENSG00000185176
AQR	AB011132	ENSG00000021776
AR	M20132	ENSG00000169083
ARAF	X04790	ENSG00000078061
ARAFP1		ENSG00000231264
ARAFP2		ENSG00000224368
ARAFP3	AC006455	ENSG00000227298
ARAP1	AF411983	ENSG00000186635
ARAP1-AS1		ENSG00000256007
ARAP1-AS2		ENSG00000245148
ARAP2	AF411982	ENSG00000047365
ARAP3	AJ310567	ENSG00000120318
ARC	AF193421	ENSG00000198576
ARCN1	X81197	ENSG00000095139
AREG	M30704	ENSG00000109321
AREL1	AB002315	ENSG00000119682
ARF1	M84326	ENSG00000143761
ARF1P1		ENSG00000219807
ARF1P2		ENSG00000213137
ARF1P3		ENSG00000253885
ARF2P		
ARF3	M74491	ENSG00000134287
ARF4	M36341	ENSG00000168374
ARF4-AS1	BF793425, AI127075	ENSG00000272146
ARF4P1	M31889	ENSG00000271525
ARF4P2	AL035669	ENSG00000236527
ARF4P3		ENSG00000214051
ARF4P4		ENSG00000231222
ARF4P5		
ARF5		ENSG00000004059
ARF6		ENSG00000165527
ARFGAP1	AK001629	ENSG00000101199
ARFGAP2	AK027482	ENSG00000149182
ARFGAP3	AK002083	ENSG00000242247
ARFGEF1	AF084520	ENSG00000066777
ARFGEF2	AF084521	ENSG00000124198
ARFGEF3	AB033070	ENSG00000112379
ARFIP1	U52521	ENSG00000164144
ARFIP2	BC000392	ENSG00000132254
ARFRP1	X91504	ENSG00000101246
ARG1		ENSG00000118520
ARG2	D86724	
ARGFX		ENSG00000186103
ARGFXP1		ENSG00000240058
ARGFXP2		
ARGLU1	BC071587	ENSG00000134884
ARHGAP1	BC018118	ENSG00000175220
ARHGAP4	X78817	ENSG00000089820
ARHGAP5	U17032	
ARHGAP5-AS1	BC007251	ENSG00000258655
ARHGAP6	AF012272	ENSG00000047648
ARHGAP8	AF177331	ENSG00000241484
ARHGAP9	AB051853	ENSG00000123329
ARHGAP10	BC047914	ENSG00000071205
ARHGAP11A	D87717	ENSG00000198826
ARHGAP11B	BC105788	
ARHGAP12	AY033594	ENSG00000165322
ARHGAP15	AY219338	ENSG00000075884
ARHGAP16P		
ARHGAP17	AJ306731	ENSG00000140750
ARHGAP18	AB053293	ENSG00000146376
ARHGAP19	AK074122	ENSG00000213390
ARHGAP19-SLIT1		ENSG00000269891
ARHGAP20	AB037812	ENSG00000137727
ARHGAP21	AF480466	ENSG00000107863
ARHGAP22	AY324801	ENSG00000128805
ARHGAP22-IT1	AK093071	ENSG00000248682
ARHGAP23	AB040934	ENSG00000275832
ARHGAP23P1		ENSG00000260781
ARHGAP24	AK091196	ENSG00000138639
ARHGAP25	D29642	ENSG00000163219
ARHGAP26	AB014521	ENSG00000145819
ARHGAP26-AS1		ENSG00000226272
ARHGAP26-IT1		ENSG00000230789
ARHGAP27	AK125535	ENSG00000159314
ARHGAP27P1		
ARHGAP27P1-BPTFP1-KPNA2P3		ENSG00000215769
ARHGAP27P2		ENSG00000267472
ARHGAP28	BC033668	ENSG00000088756
ARHGAP29		ENSG00000137962
ARHGAP30	AL832852	ENSG00000186517
ARHGAP31		ENSG00000031081
ARHGAP31-AS1		ENSG00000241155
ARHGAP32	AB018255	ENSG00000134909
ARHGAP33	AY044864	ENSG00000004777
ARHGAP35	M73077	ENSG00000160007
ARHGAP36		ENSG00000147256
ARHGAP39		ENSG00000147799
ARHGAP40	AL035419	ENSG00000124143
ARHGAP42		ENSG00000165895
ARHGAP42P1		ENSG00000227817
ARHGAP42P2		ENSG00000231147
ARHGAP42P3		ENSG00000235759
ARHGAP42P4		ENSG00000258080
ARHGAP42P5		ENSG00000258233
ARHGAP44		ENSG00000006740
ARHGAP45	D86976	
ARHGDIA	BC028333	ENSG00000141522
ARHGDIB	L07916	
ARHGDIG	U82532	ENSG00000242173
ARHGEF1	U64105	ENSG00000076928
ARHGEF2	AB014551	ENSG00000116584
ARHGEF3	AB209661	ENSG00000163947
ARHGEF3-AS1		ENSG00000240198
ARHGEF4	AL137289	ENSG00000136002
ARHGEF5	U02082	ENSG00000050327
ARHGEF6	D13631	ENSG00000129675
ARHGEF7	D63476	ENSG00000102606
ARHGEF7-AS1		ENSG00000227352
ARHGEF7-AS2		ENSG00000235875
ARHGEF7-IT1		ENSG00000233644
ARHGEF9	AB007884	ENSG00000131089
ARHGEF9-IT1		ENSG00000231729
ARHGEF10	AF009205	ENSG00000104728
ARHGEF10L	AB046846	ENSG00000074964
ARHGEF11	AB002378	ENSG00000132694
ARHGEF12	AF180681	ENSG00000196914
ARHGEF15	AB020722	ENSG00000198844
ARHGEF16	D89016	ENSG00000130762
ARHGEF17	AF378754	ENSG00000110237
ARHGEF18	AK074372	ENSG00000104880
ARHGEF19	BC012982	ENSG00000142632
ARHGEF19-AS1		ENSG00000234166
ARHGEF25		ENSG00000240771
ARHGEF26	BC016628	ENSG00000114790
ARHGEF26-AS1		ENSG00000243069
ARHGEF28		ENSG00000214944
ARHGEF33		ENSG00000214694
ARHGEF34P		ENSG00000204959
ARHGEF35	AK125680	ENSG00000213214
ARHGEF37	BC041325	ENSG00000183111
ARHGEF38	AK000191	ENSG00000236699
ARHGEF38-IT1		ENSG00000249885
ARHGEF39	AK001187	ENSG00000137135
ARHGEF40		ENSG00000165801
ARID1A	AB001895	ENSG00000117713
ARID1B	AF521671	ENSG00000049618
ARID2		ENSG00000189079
ARID3A	U88047	
ARID3B		ENSG00000179361
ARID3C		ENSG00000205143
ARID4A	S57153	ENSG00000032219
ARID4B	AF214114	ENSG00000054267
ARID5A	M62324	ENSG00000196843
ARID5B	M73837	ENSG00000150347
ARIH1	AF072832	ENSG00000166233
ARIH2	AF099149	ENSG00000177479
ARIH2OS	DA461567	ENSG00000221883
ARIH2P1		ENSG00000266296
ARL1	BX537387	ENSG00000120805
ARL2	AF493888	ENSG00000213465
ARL2-SNX15		ENSG00000273003
ARL2BP	AF126062	ENSG00000102931
ARL2BPP1		ENSG00000265934
ARL2BPP2		ENSG00000258071
ARL2BPP3		ENSG00000215486
ARL2BPP4		ENSG00000249312
ARL2BPP5		ENSG00000254351
ARL2BPP6		ENSG00000248355
ARL2BPP7		ENSG00000230418
ARL2BPP8		ENSG00000263125
ARL2BPP9		
ARL2BPP10		ENSG00000225225
ARL3	U07151	ENSG00000138175
ARL4A	U73960	ENSG00000122644
ARL4AP1		ENSG00000122872
ARL4AP2		ENSG00000248780
ARL4AP3		ENSG00000228291
ARL4AP4		ENSG00000231395
ARL4AP5		ENSG00000218996
ARL4C	AB016811	ENSG00000188042
ARL4D	AB060692	ENSG00000175906
ARL5A	AF100740	ENSG00000162980
ARL5AP1		ENSG00000227864
ARL5AP2		ENSG00000236818
ARL5AP3		ENSG00000228431
ARL5AP4		ENSG00000224806
ARL5B	AF494061	ENSG00000165997
ARL5C		ENSG00000141748
ARL6	BC024239	ENSG00000113966
ARL6IP1	BC010281	ENSG00000170540
ARL6IP1P1		ENSG00000255664
ARL6IP1P2		ENSG00000225355
ARL6IP1P3		ENSG00000255014
ARL6IP4	AB035384	ENSG00000182196
ARL6IP5	AF070523	ENSG00000144746
ARL6IP6	AK023109	ENSG00000177917
ARL8A	BC015408	ENSG00000143862
ARL8B	AK001564	ENSG00000134108
ARL9	AY439003	ENSG00000196503
ARL10	BK001673	ENSG00000175414
ARL11	AF441378	ENSG00000152213
ARL13A		ENSG00000174225
ARL13B	AL713789	ENSG00000169379
ARL14	AK026248	ENSG00000179674
ARL14EP	AK096287	ENSG00000152219
ARL14EPL		ENSG00000268223
ARL15	BC026093	ENSG00000185305
ARL16		ENSG00000214087
ARL17A	AF208864	ENSG00000185829
